  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
 12.17          9.72          0.00          8.23        773.71          0.00       -109.90       7222.38          0.00      -1496.68
 12.18          9.73          0.00          8.23        773.80          0.00       -109.82       7230.12          0.00      -1497.77
 12.19          9.74          0.00          8.23        773.90          0.00       -109.73       7237.86          0.00      -1498.87
 12.20          9.75          0.00          8.23        774.00          0.00       -109.65       7245.60          0.00      -1499.97
 12.21          9.76          0.00          8.23        774.09          0.00       -109.57       7253.34          0.00      -1501.07
 12.22          9.77          0.00          8.23        774.19          0.00       -109.49       7261.08          0.00      -1502.16
 12.23          9.79          0.00          8.23        774.29          0.00       -109.41       7268.82          0.00      -1503.26
 12.24          9.80          0.00          8.23        774.39          0.00       -109.32       7276.57          0.00      -1504.35
 12.25          9.81          0.00          8.23        774.49          0.00       -109.24       7284.31          0.00      -1505.44
 12.26          9.82          0.00          8.23        774.58          0.00       -109.16       7292.06          0.00      -1506.53
 12.27          9.83          0.00          8.23        774.68          0.00       -109.08       7299.80          0.00      -1507.62
 12.28          9.84          0.00          8.23        774.78          0.00       -108.99       7307.55          0.00      -1508.72
 12.29          9.85          0.00          8.23        774.88          0.00       -108.91       7315.30          0.00      -1509.80
 12.30          9.86          0.00          8.23        774.98          0.00       -108.83       7323.05          0.00      -1510.89
 12.31          9.87          0.00          8.23        775.08          0.00       -108.75       7330.80          0.00      -1511.98
 12.32          9.88          0.00          8.23        775.18          0.00       -108.66       7338.55          0.00      -1513.07
 12.33          9.89          0.00          8.22        775.27          0.00       -108.58       7346.30          0.00      -1514.15
 12.34          9.90          0.00          8.22        775.37          0.00       -108.50       7354.06          0.00      -1515.24
 12.35          9.91          0.00          8.22        775.47          0.00       -108.42       7361.81          0.00      -1516.32
