           m(kg)         x_cg(m)     Ixx(kg-m^2)     Iyy(kg-m^2)
          324.64            2.38            7.50          483.13
          324.64            2.38            7.50          483.12
          324.63            2.38            7.50          483.12
          324.63            2.38            7.50          483.12
          324.63            2.38            7.50          483.11
          324.62            2.38            7.50          483.11
          324.62            2.38            7.50          483.11
          324.62            2.38            7.50          483.10
          324.61            2.38            7.50          483.10
          324.61            2.38            7.50          483.10
          324.61            2.38            7.50          483.09
          324.60            2.38            7.50          483.09
          324.60            2.38            7.50          483.09
          324.60            2.38            7.50          483.08
          324.59            2.38            7.50          483.08
          324.59            2.38            7.50          483.08
          324.59            2.38            7.50          483.08
          324.58            2.38            7.50          483.07
          324.58            2.38            7.50          483.07
          324.58            2.38            7.50          483.07
          324.57            2.38            7.50          483.06
          324.57            2.38            7.50          483.06
          324.57            2.38            7.50          483.06
          324.56            2.38            7.50          483.05
          324.56            2.38            7.50          483.05
          324.56            2.38            7.50          483.05
          324.55            2.38            7.50          483.05
          324.55            2.38            7.50          483.04
          324.55            2.38            7.50          483.04
          324.54            2.38            7.50          483.04
          324.54            2.38            7.50          483.03
          324.54            2.38            7.50          483.03
          324.53            2.38            7.50          483.03
          324.53            2.38            7.50          483.03
          324.53            2.38            7.50          483.02
          324.53            2.38            7.50          483.02
          324.52            2.38            7.50          483.02
          324.52            2.38            7.50          483.01
          324.52            2.38            7.50          483.01
          324.51            2.38            7.50          483.01
          324.51            2.38            7.50          483.01
          324.51            2.38            7.50          483.00
          324.50            2.38            7.50          483.00
