  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  4.81          1.52          0.93          0.01        712.28          2.12        458.69
  4.82          1.53          0.93          0.01        712.69          2.12        458.54
  4.83          1.53          0.93          0.01        713.09          2.12        458.39
  4.84          1.54          0.94          0.01        713.48          2.12        458.24
  4.85          1.55          0.94          0.01        713.86          2.12        458.10
  4.86          1.55          0.94          0.01        714.24          2.12        457.95
  4.87          1.56          0.95          0.01        714.60          2.12        457.81
  4.88          1.57          0.95          0.01        714.96          2.12        457.67
  4.89          1.57          0.96          0.01        715.31          2.13        457.52
  4.90          1.58          0.96          0.01        715.65          2.13        457.39
  4.91          1.58          0.96          0.01        715.98          2.13        457.25
  4.92          1.59          0.97          0.01        716.30          2.13        457.11
  4.93          1.60          0.97          0.01        716.61          2.13        456.98
