  t(s)     Ax(m/s^2)     Ay(m/s^2)     Az(m/s^2)       Vx(m/s)       Vy(m/s)       Vz(m/s)          X(m)          Y(m)          Z(m)
  3.10        177.73         -0.00        -97.00        435.22          0.00       -263.63        588.76          0.00       -377.07
  3.11        176.95          0.00        -96.48        436.99          0.00       -264.60        593.12          0.00       -379.71
  3.12        176.15         -0.00        -95.96        438.76          0.00       -265.56        597.50          0.00       -382.36
  3.13        175.35         -0.00        -95.46        440.51         -0.00       -266.51        601.90          0.00       -385.02
  3.14        174.54          0.00        -94.95        442.26          0.00       -267.47        606.31          0.00       -387.69
  3.15        173.73         -0.00        -94.46        444.01          0.00       -268.41        610.75          0.00       -390.37
  3.16        172.91          0.00        -93.97        445.74          0.00       -269.36        615.19          0.00       -393.06
  3.17        172.08         -0.00        -93.49        447.46          0.00       -270.29        619.66          0.00       -395.76
  3.18        171.25         -0.00        -93.02        449.18         -0.00       -271.23        624.14          0.00       -398.47
  3.19        170.41          0.00        -92.55        450.89          0.00       -272.15        628.64          0.00       -401.18
  3.20        169.57         -0.00        -92.08        452.59          0.00       -273.08        633.16          0.00       -403.91
  3.21        168.72         -0.00        -91.62        454.28         -0.00       -274.00        637.70          0.00       -406.64
  3.22        167.87          0.00        -91.16        455.96          0.00       -274.91        642.25          0.00       -409.39
  3.23        167.02          0.00        -90.70        457.64          0.00       -275.82        646.81          0.00       -412.14
  3.24        166.16         -0.00        -90.24        459.30          0.00       -276.72        651.40          0.00       -414.90
  3.25        165.30         -0.00        -89.78        460.96          0.00       -277.62        656.00          0.00       -417.68
  3.26        164.44         -0.00        -89.32        462.61          0.00       -278.52        660.62          0.00       -420.46
  3.27        163.58         -0.00        -88.85        464.25          0.00       -279.41        665.25          0.00       -423.25
  3.28        162.72         -0.00        -88.39        465.88          0.00       -280.30        669.90          0.00       -426.05
  3.29        161.85         -0.00        -87.92        467.50          0.00       -281.18        674.57          0.00       -428.85
  3.30        160.99         -0.00        -87.45        469.12          0.00       -282.05        679.25          0.00       -431.67
  3.31        160.13         -0.00        -86.97        470.72          0.00       -282.93        683.95          0.00       -434.49
  3.32        159.27         -0.00        -86.49        472.32          0.00       -283.79        688.67          0.00       -437.33
  3.33        158.41         -0.00        -86.00        473.91          0.00       -284.66        693.40          0.00       -440.17
  3.34        157.56         -0.00        -85.50        475.49          0.00       -285.51        698.15          0.00       -443.02
  3.35        156.70          0.00        -85.00        477.06          0.00       -286.37        702.91          0.00       -445.88
  3.36        155.85          0.00        -84.49        478.62          0.00       -287.21        707.69          0.00       -448.75
  3.37        155.00          0.00        -83.98        480.18          0.00       -288.06        712.48          0.00       -451.62
