     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
  2.92       -0.00        0.07        1.39        0.60        0.02       67.95      -23.19     -732.76        8.94        7.51
  2.93       -0.00        0.06        1.40        0.60        0.02       67.56      -23.12     -730.46        8.93        7.50
  2.94       -0.00        0.05        1.40        0.59        0.01       67.17      -23.05     -728.16        8.91        7.50
  2.95       -0.00        0.04        1.41        0.59        0.01       66.77      -22.97     -725.85        8.89        7.50
  2.96       -0.00        0.03        1.42        0.59        0.01       66.38      -22.90     -723.53        8.87        7.50
  2.97       -0.00        0.02        1.42        0.58        0.01       65.99      -22.83     -721.21        8.86        7.50
  2.98       -0.00        0.01        1.43        0.58        0.00       65.59      -22.75     -718.89        8.84        7.50
  2.99        3.14        0.00        1.43        0.58        0.00       65.20      -22.68     -716.56        8.82        7.50
  3.00        3.14        0.01        1.44        0.58        0.00       64.80      -22.61     -714.23        8.79        7.49
  3.01       -3.14        0.02        1.45        0.57        0.01       64.40      -22.53     -711.90        8.77        7.49
  3.02        3.14        0.03        1.45        0.57        0.01       64.01      -22.46     -709.58        8.74        7.49
  3.03       -3.14        0.04        1.46        0.57        0.01       63.62      -22.38     -707.27        8.72        7.49
  3.04       -3.14        0.04        1.47        0.57        0.01       63.23      -22.31     -704.97        8.70        7.49
  3.05        3.14        0.05        1.47        0.56        0.01       62.84      -22.24     -702.68        8.67        7.49
  3.06       -3.14        0.06        1.48        0.56        0.01       62.45      -22.17     -700.40        8.65        7.49
  3.07        3.14        0.06        1.48        0.56        0.02       62.06      -22.09     -698.13        8.63        7.48
  3.08       -3.14        0.06        1.49        0.55        0.02       61.68      -22.02     -695.87        8.60        7.48
  3.09       -3.14        0.06        1.50        0.55        0.02       61.29      -21.95     -693.62        8.58        7.48
  3.10        3.14        0.07        1.50        0.55        0.02       43.25      -18.99     -594.70        8.56        7.48
  3.11       -3.14        0.07        1.51        0.55        0.02       43.09      -18.95     -593.63        8.55        7.48
  3.12        3.14        0.06        1.51        0.55        0.02       42.92      -18.92     -592.57        8.55        7.48
  3.13       -3.14        0.06        1.52        0.55        0.02       42.75      -18.88     -591.51        8.54        7.48
  3.14       -3.14        0.06        1.53        0.55        0.02       42.59      -18.85     -590.46        8.53        7.48
  3.15        3.14        0.06        1.53        0.54        0.02       42.43      -18.81     -589.41        8.52        7.47
  3.16       -3.14        0.05        1.54        0.54        0.01       42.26      -18.78     -588.36        8.51        7.47
  3.17        3.14        0.05        1.54        0.54        0.01       42.10      -18.74     -587.33        8.51        7.47
  3.18       -3.14        0.04        1.55        0.54        0.01       41.94      -18.71     -586.29        8.50        7.47
  3.19       -3.14        0.04        1.55        0.54        0.01       41.78      -18.67     -585.26        8.49        7.47
  3.20        3.14        0.03        1.56        0.54        0.01       41.62      -18.64     -584.24        8.49        7.47
  3.21       -3.14        0.03        1.57        0.54        0.01       41.46      -18.60     -583.22        8.48        7.47
  3.22       -3.14        0.02        1.57        0.54        0.00       41.30      -18.57     -582.21        8.47        7.46
  3.23        3.14        0.01        1.58        0.54        0.00       41.14      -18.53     -581.20        8.47        7.46
  3.24        3.14        0.00        1.58        0.54        0.00       40.99      -18.50     -580.19        8.46        7.46
  3.25        0.00        0.00        1.59        0.53        0.00       40.83      -18.47     -579.19        8.45        7.46
  3.26        0.00        0.01        1.59        0.53        0.00       40.68      -18.43     -578.20        8.44        7.46
  3.27        0.00        0.02        1.60        0.53        0.00       40.52      -18.40     -577.21        8.43        7.46
  3.28        0.00        0.02        1.61        0.53        0.01       40.37      -18.37     -576.23        8.42        7.46
  3.29        0.00        0.03        1.61        0.53        0.01       40.22      -18.33     -575.25        8.41        7.46
  3.30        0.00        0.03        1.62        0.53        0.01       40.06      -18.30     -574.27        8.40        7.45
  3.31        0.00        0.04        1.62        0.53        0.01       39.91      -18.27     -573.30        8.39        7.45
  3.32        0.00        0.04        1.63        0.53        0.01       39.76      -18.24     -572.34        8.38        7.45
  3.33        0.00        0.05        1.63        0.53        0.01       39.61      -18.20     -571.38        8.37        7.45
  3.34        0.00        0.05        1.64        0.53        0.01       39.46      -18.17     -570.43        8.36        7.45
  3.35        0.00        0.05        1.64        0.52        0.01       39.31      -18.14     -569.48        8.35        7.45
  3.36        0.00        0.06        1.65        0.52        0.01       39.17      -18.11     -568.54        8.34        7.45
  3.37        0.00        0.06        1.65        0.52        0.01       39.02      -18.08     -567.60        8.34        7.45
  3.38        0.00        0.06        1.66        0.52        0.02       38.87      -18.04     -566.67        8.33        7.45
  3.39        0.00        0.06        1.66        0.52        0.02       38.73      -18.01     -565.74        8.32        7.44
  3.40        0.00        0.06        1.67        0.52        0.02       38.59      -17.98     -564.82        8.31        7.44
  3.41       -0.00        0.06        1.67        0.52        0.02       38.44      -17.95     -563.90        8.30        7.44
  3.42       -0.00        0.06        1.68        0.52        0.01       38.30      -17.92     -562.99        8.30        7.44
  3.43       -0.00        0.05        1.68        0.52        0.01       38.16      -17.89     -562.08        8.29        7.44
  3.44       -0.00        0.05        1.69        0.52        0.01       38.02      -17.86     -561.18        8.28        7.44
  3.45       -0.00        0.05        1.70        0.52        0.01       37.88      -17.83     -560.28        8.28        7.44
  3.46       -0.00        0.05        1.70        0.51        0.01       37.74      -17.80     -559.39        8.27        7.44
  3.47       -0.00        0.04        1.71        0.51        0.01       37.60      -17.77     -558.50        8.26        7.43
  3.48       -0.00        0.04        1.71        0.51        0.01       37.46      -17.74     -557.62        8.26        7.43
  3.49       -0.00        0.03        1.71        0.51        0.01       37.33      -17.71     -556.74        8.25        7.43
  3.50       -0.00        0.03        1.72        0.51        0.01       37.19      -17.68     -555.87        8.25        7.43
  3.51       -0.00        0.03        1.72        0.51        0.01       37.05      -17.65     -555.01        8.24        7.43
  3.52       -0.00        0.02        1.73        0.51        0.01       36.92      -17.62     -554.15        8.23        7.43
  3.53       -0.00        0.02        1.73        0.51        0.00       36.79      -17.59     -553.29        8.23        7.43
