     t       phi_c          AF          MA          CA          CN         CNQ         CLP         CMQ         XCP         XCG
 86.78        0.00        0.01        1.03        0.55        0.00      149.12      -33.11    -1176.77        9.83        6.94
 86.79        0.00        0.01        1.03        0.55        0.00      149.13      -33.11    -1176.83        9.83        6.94
 86.80        0.00        0.01        1.03        0.55        0.00      149.14      -33.11    -1176.89        9.83        6.94
 86.81        0.00        0.01        1.03        0.55        0.00      149.15      -33.12    -1176.95        9.83        6.94
 86.82        0.00        0.01        1.03        0.55        0.00      149.16      -33.12    -1177.01        9.83        6.94
 86.83        0.00        0.01        1.03        0.55        0.00      149.17      -33.12    -1177.07        9.83        6.94
 86.84        0.00        0.01        1.03        0.55        0.00      149.18      -33.12    -1177.13        9.83        6.94
 86.85        0.00        0.01        1.03        0.55        0.00      149.19      -33.12    -1177.19        9.83        6.94
 86.86        0.00        0.01        1.03        0.55        0.00      149.20      -33.12    -1177.25        9.83        6.94
 86.87        0.00        0.01        1.03        0.55        0.00      149.21      -33.12    -1177.31        9.83        6.94
 86.88        0.00        0.01        1.03        0.55        0.00      149.22      -33.13    -1177.37        9.83        6.94
 86.89        0.00        0.01        1.03        0.55        0.00      149.23      -33.13    -1177.43        9.83        6.94
 86.90        0.00        0.01        1.03        0.55        0.00      149.25      -33.13    -1177.48        9.83        6.94
 86.91        0.00        0.01        1.03        0.55        0.00      149.26      -33.13    -1177.54        9.83        6.94
 86.92        0.00        0.01        1.03        0.55        0.00      149.27      -33.13    -1177.60        9.83        6.94
 86.93        0.00        0.01        1.03        0.55        0.00      149.28      -33.13    -1177.66        9.83        6.94
 86.94        0.00        0.01        1.03        0.55        0.00      149.29      -33.13    -1177.72        9.83        6.94
 86.95        0.00        0.01        1.03        0.55        0.00      149.30      -33.13    -1177.78        9.83        6.94
 86.96        0.00        0.01        1.03        0.55        0.00      149.31      -33.14    -1177.84        9.83        6.94
 86.97        0.00        0.01        1.03        0.55        0.00      149.32      -33.14    -1177.90        9.83        6.94
 86.98        0.00        0.01        1.03        0.55        0.00      149.33      -33.14    -1177.96        9.83        6.94
 86.99        0.00        0.01        1.03        0.55        0.00      149.34      -33.14    -1178.02        9.83        6.94
 87.00        0.00        0.01        1.03        0.55        0.00      149.35      -33.14    -1178.08        9.83        6.94
 87.01        0.00        0.01        1.02        0.55        0.00      149.36      -33.14    -1178.14        9.83        6.94
 87.02        0.00        0.01        1.02        0.55        0.00      149.37      -33.14    -1178.19        9.83        6.94
 87.03        0.00        0.01        1.02        0.55        0.00      149.39      -33.15    -1178.25        9.83        6.94
 87.04        0.00        0.01        1.02        0.55        0.00      149.40      -33.15    -1178.31        9.83        6.94
 87.05        0.00        0.01        1.02        0.55        0.00      149.41      -33.15    -1178.37        9.83        6.94
 87.06        0.00        0.01        1.02        0.55        0.00      149.42      -33.15    -1178.43        9.83        6.94
 87.07        0.00        0.01        1.02        0.55        0.00      149.43      -33.15    -1178.49        9.83        6.94
 87.08        0.00        0.01        1.02        0.55        0.00      149.44      -33.15    -1178.55        9.83        6.94
 87.09        0.00        0.01        1.02        0.55        0.00      149.45      -33.15    -1178.61        9.83        6.94
 87.10        0.00        0.01        1.02        0.55        0.00      149.46      -33.16    -1178.67        9.83        6.94
 87.11        0.00        0.01        1.02        0.55        0.00      149.47      -33.16    -1178.73        9.83        6.94
 87.12        0.00        0.01        1.02        0.55        0.00      149.48      -33.16    -1178.79        9.83        6.94
 87.13        0.00        0.01        1.02        0.55        0.00      149.49      -33.16    -1178.85        9.84        6.94
 87.14        0.00        0.01        1.02        0.55        0.00      149.50      -33.16    -1178.91        9.84        6.94
 87.15        0.00        0.01        1.02        0.55        0.00      149.51      -33.16    -1178.97        9.84        6.94
 87.16        0.00        0.01        1.02        0.55        0.00      149.53      -33.16    -1179.02        9.84        6.94
 87.17        0.00        0.01        1.02        0.55        0.00      149.54      -33.16    -1179.08        9.84        6.94
 87.18        0.00        0.01        1.02        0.55        0.00      149.55      -33.17    -1179.14        9.84        6.94
 87.19        0.00        0.01        1.02        0.55        0.00      149.56      -33.17    -1179.20        9.84        6.94
 87.20        0.00        0.01        1.02        0.55        0.00      149.57      -33.17    -1179.26        9.84        6.94
 87.21        0.00        0.01        1.02        0.55        0.00      149.58      -33.17    -1179.32        9.84        6.94
 87.22        0.00        0.01        1.02        0.55        0.00      149.59      -33.17    -1179.38        9.84        6.94
 87.23        0.00        0.01        1.02        0.55        0.00      149.60      -33.17    -1179.44        9.84        6.94
 87.24        0.00        0.01        1.02        0.55        0.00      149.61      -33.17    -1179.50        9.84        6.94
 87.25        0.00        0.01        1.02        0.55        0.00      149.62      -33.18    -1179.56        9.84        6.94
 87.26        0.00        0.01        1.02        0.55        0.00      149.63      -33.18    -1179.62        9.84        6.94
 87.27        0.00        0.01        1.02        0.55        0.00      149.64      -33.18    -1179.68        9.84        6.94
 87.28        0.00        0.01        1.02        0.55        0.00      149.65      -33.18    -1179.74        9.84        6.94
 87.29        0.00        0.01        1.02        0.55        0.00      149.67      -33.18    -1179.79        9.84        6.94
 87.30        0.00        0.01        1.02        0.55        0.00      149.68      -33.18    -1179.85        9.84        6.94
 87.31        0.00        0.01        1.02        0.55        0.00      149.69      -33.18    -1179.91        9.84        6.94
 87.32        0.00        0.01        1.02        0.55        0.00      149.70      -33.19    -1179.97        9.84        6.94
 87.33        0.00        0.01        1.02        0.55        0.00      149.71      -33.19    -1180.03        9.84        6.94
 87.34        0.00        0.01        1.02        0.55        0.00      149.72      -33.19    -1180.09        9.84        6.94
 87.35        0.00        0.01        1.02        0.55        0.00      149.73      -33.19    -1180.15        9.84        6.94
 87.36        0.00        0.01        1.02        0.55        0.00      149.74      -33.19    -1180.21        9.84        6.94
 87.37        0.00        0.01        1.02        0.55        0.00      149.75      -33.19    -1180.27        9.84        6.94
 87.38        0.00        0.01        1.02        0.55        0.00      149.76      -33.19    -1180.33        9.84        6.94
 87.39        0.00        0.01        1.02        0.55        0.00      149.77      -33.19    -1180.39        9.84        6.94
 87.40        0.00        0.01        1.02        0.55        0.00      149.78      -33.20    -1180.45        9.84        6.94
 87.41        0.00        0.01        1.02        0.55        0.00      149.79      -33.20    -1180.51        9.84        6.94
 87.42        0.00        0.01        1.02        0.55        0.00      149.81      -33.20    -1180.56        9.84        6.94
