          t(sec)     p(kgf/cm^2)     TF_sea(kgf)  TF_vacuum(kgf)   dm/dt(kg/sec)
           18.95           10.43          470.25          741.25            3.21
           18.96           10.22          458.20          728.80            3.14
           18.97           10.02          446.15          716.35            3.08
           18.98            9.81          434.10          703.90            3.02
           18.99            9.61          422.05          691.45            2.96
           19.00            9.40          410.00          679.00            2.90
           19.01            9.35          407.22          676.22            2.89
           19.02            9.31          404.44          673.44            2.87
           19.03            9.26          401.66          670.66            2.86
           19.04            9.21          398.88          667.88            2.84
           19.05            9.17          396.10          665.10            2.83
           19.06            9.12          393.32          662.32            2.81
           19.07            9.07          390.54          659.54            2.80
           19.08            9.02          387.76          656.76            2.78
           19.09            8.98          384.98          653.98            2.77
           19.10            8.93          382.20          651.20            2.75
           19.11            8.88          379.42          648.42            2.74
           19.12            8.84          376.64          645.64            2.72
           19.13            8.79          373.86          642.86            2.71
           19.14            8.74          371.08          640.08            2.69
           19.15            8.70          368.30          637.30            2.68
           19.16            8.65          365.52          634.52            2.66
           19.17            8.60          362.74          631.74            2.65
           19.18            8.55          359.96          628.96            2.63
           19.19            8.51          357.18          626.18            2.62
           19.20            8.46          354.40          623.40            2.60
           19.21            8.41          351.62          620.62            2.59
           19.22            8.37          348.84          617.84            2.57
           19.23            8.32          346.06          615.06            2.56
           19.24            8.27          343.28          612.28            2.54
           19.25            8.23          340.50          609.50            2.53
           19.26            8.18          337.72          606.72            2.51
           19.27            8.13          334.94          603.94            2.50
           19.28            8.08          332.16          601.16            2.48
           19.29            8.04          329.38          598.38            2.47
           19.30            7.99          326.60          595.60            2.45
           19.31            7.94          323.82          592.82            2.44
           19.32            7.90          321.04          590.04            2.42
           19.33            7.85          318.26          587.26            2.41
           19.34            7.80          315.48          584.48            2.39
           19.35            7.76          312.70          581.70            2.38
           19.36            7.71          309.92          578.92            2.36
           19.37            7.66          307.14          576.14            2.35
           19.38            7.61          304.36          573.36            2.33
           19.39            7.57          301.58          570.58            2.32
           19.40            7.52          298.80          567.80            2.30
           19.41            7.47          296.02          565.02            2.29
           19.42            7.43          293.24          562.24            2.27
           19.43            7.38          290.46          559.46            2.26
           19.44            7.33          287.68          556.68            2.24
           19.45            7.29          284.90          553.90            2.23
           19.46            7.24          282.12          551.12            2.21
           19.47            7.19          279.34          548.34            2.20
           19.48            7.14          276.56          545.56            2.18
           19.49            7.10          273.78          542.78            2.17
           19.50            7.05          271.00          540.00            2.15
           19.51            7.00          268.22          537.22            2.14
           19.52            6.96          265.44          534.44            2.12
           19.53            6.91          262.66          531.66            2.11
           19.54            6.86          259.88          528.88            2.09
           19.55            6.82          257.10          526.10            2.08
           19.56            6.77          254.32          523.32            2.06
           19.57            6.72          251.54          520.54            2.05
           19.58            6.67          248.76          517.76            2.03
           19.59            6.63          245.98          514.98            2.02
           19.60            6.58          243.20          512.20            2.00
           19.61            6.53          240.42          509.42            1.99
           19.62            6.49          237.64          506.64            1.97
           19.63            6.44          234.86          503.86            1.96
           19.64            6.39          232.08          501.08            1.94
           19.65            6.35          229.30          498.30            1.93
           19.66            6.30          226.52          495.52            1.91
           19.67            6.25          223.74          492.74            1.90
           19.68            6.20          220.96          489.96            1.88
           19.69            6.16          218.18          487.18            1.87
           19.70            6.11          215.40          484.40            1.85
           19.71            6.06          212.62          481.62            1.84
           19.72            6.02          209.84          478.84            1.82
           19.73            5.97          207.06          476.06            1.81
           19.74            5.92          204.28          473.28            1.79
           19.75            5.88          201.50          470.50            1.78
           19.76            5.83          198.72          467.72            1.76
           19.77            5.78          195.94          464.94            1.75
           19.78            5.73          193.16          462.16            1.73
           19.79            5.69          190.38          459.38            1.72
           19.80            5.64          187.60          456.60            1.70
           19.81            5.59          184.82          453.82            1.69
           19.82            5.55          182.04          451.04            1.67
           19.83            5.50          179.26          448.26            1.66
           19.84            5.45          176.48          445.48            1.64
           19.85            5.41          173.70          442.70            1.63
           19.86            5.36          170.92          439.92            1.61
           19.87            5.31          168.14          437.14            1.60
           19.88            5.26          165.36          434.36            1.58
           19.89            5.22          162.58          431.58            1.57
           19.90            5.17          159.80          428.80            1.55
           19.91            5.12          157.02          426.02            1.54
           19.92            5.08          154.24          423.24            1.52
           19.93            5.03          151.46          420.46            1.51
           19.94            4.98          148.68          417.68            1.49
           19.95            4.94          145.90          414.90            1.48
           19.96            4.89          143.12          412.12            1.46
           19.97            4.84          140.34          409.34            1.45
           19.98            4.79          137.56          406.56            1.43
           19.99            4.75          134.78          403.78            1.42
           20.00            4.70          132.00          401.00            1.40
           20.01            4.69          131.27          400.27            1.40
           20.02            4.68          130.54          399.54            1.39
           20.03            4.66          129.81          398.81            1.39
           20.04            4.65          129.08          398.08            1.39
           20.05            4.64          128.35          397.35            1.39
           20.06            4.63          127.62          396.62            1.38
           20.07            4.62          126.89          395.89            1.38
           20.08            4.60          126.16          395.16            1.38
           20.09            4.59          125.43          394.43            1.37
           20.10            4.58          124.70          393.70            1.37
           20.11            4.57          123.97          392.97            1.37
           20.12            4.56          123.24          392.24            1.36
           20.13            4.54          122.51          391.51            1.36
           20.14            4.53          121.78          390.78            1.36
           20.15            4.52          121.05          390.05            1.36
           20.16            4.51          120.32          389.32            1.35
           20.17            4.50          119.59          388.59            1.35
           20.18            4.48          118.86          387.86            1.35
           20.19            4.47          118.13          387.13            1.34
           20.20            4.46          117.40          386.40            1.34
           20.21            4.45          116.67          385.67            1.34
           20.22            4.44          115.94          384.94            1.33
           20.23            4.42          115.21          384.21            1.33
           20.24            4.41          114.48          383.48            1.33
           20.25            4.40          113.75          382.75            1.33
           20.26            4.39          113.02          382.02            1.32
           20.27            4.38          112.29          381.29            1.32
           20.28            4.36          111.56          380.56            1.32
           20.29            4.35          110.83          379.83            1.31
           20.30            4.34          110.10          379.10            1.31
           20.31            4.33          109.37          378.37            1.31
           20.32            4.32          108.64          377.64            1.30
           20.33            4.30          107.91          376.91            1.30
           20.34            4.29          107.18          376.18            1.30
           20.35            4.28          106.45          375.45            1.30
           20.36            4.27          105.72          374.72            1.29
           20.37            4.26          104.99          373.99            1.29
           20.38            4.24          104.26          373.26            1.29
           20.39            4.23          103.53          372.53            1.28
           20.40            4.22          102.80          371.80            1.28
           20.41            4.21          102.07          371.07            1.28
           20.42            4.20          101.34          370.34            1.27
           20.43            4.18          100.61          369.61            1.27
           20.44            4.17           99.88          368.88            1.27
           20.45            4.16           99.15          368.15            1.27
           20.46            4.15           98.42          367.42            1.26
           20.47            4.14           97.69          366.69            1.26
           20.48            4.12           96.96          365.96            1.26
           20.49            4.11           96.23          365.23            1.25
           20.50            4.10           95.50          364.50            1.25
           20.51            4.09           94.77          363.77            1.25
           20.52            4.08           94.04          363.04            1.24
           20.53            4.06           93.31          362.31            1.24
           20.54            4.05           92.58          361.58            1.24
           20.55            4.04           91.85          360.85            1.24
           20.56            4.03           91.12          360.12            1.23
           20.57            4.02           90.39          359.39            1.23
           20.58            4.00           89.66          358.66            1.23
           20.59            3.99           88.93          357.93            1.22
           20.60            3.98           88.20          357.20            1.22
           20.61            3.97           87.47          356.47            1.22
           20.62            3.96           86.74          355.74            1.21
           20.63            3.94           86.01          355.01            1.21
           20.64            3.93           85.28          354.28            1.21
           20.65            3.92           84.55          353.55            1.21
           20.66            3.91           83.82          352.82            1.20
           20.67            3.90           83.09          352.09            1.20
           20.68            3.88           82.36          351.36            1.20
           20.69            3.87           81.63          350.63            1.19
           20.70            3.86           80.90          349.90            1.19
           20.71            3.85           80.17          349.17            1.19
           20.72            3.84           79.44          348.44            1.18
           20.73            3.82           78.71          347.71            1.18
           20.74            3.81           77.98          346.98            1.18
           20.75            3.80           77.25          346.25            1.18
           20.76            3.79           76.52          345.52            1.17
           20.77            3.78           75.79          344.79            1.17
           20.78            3.76           75.06          344.06            1.17
           20.79            3.75           74.33          343.33            1.16
           20.80            3.74           73.60          342.60            1.16
           20.81            3.73           72.87          341.87            1.16
           20.82            3.72           72.14          341.14            1.15
           20.83            3.70           71.41          340.41            1.15
           20.84            3.69           70.68          339.68            1.15
           20.85            3.68           69.95          338.95            1.15
           20.86            3.67           69.22          338.22            1.14
           20.87            3.66           68.49          337.49            1.14
           20.88            3.64           67.76          336.76            1.14
           20.89            3.63           67.03          336.03            1.13
           20.90            3.62           66.30          335.30            1.13
           20.91            3.61           65.57          334.57            1.13
           20.92            3.60           64.84          333.84            1.12
           20.93            3.58           64.11          333.11            1.12
           20.94            3.57           63.38          332.38            1.12
           20.95            3.56           62.65          331.65            1.12
           20.96            3.55           61.92          330.92            1.11
           20.97            3.54           61.19          330.19            1.11
           20.98            3.52           60.46          329.46            1.11
           20.99            3.51           59.73          328.73            1.10
           21.00            3.50           59.00          328.00            1.10
           21.01            3.49           58.40          327.40            1.10
           21.02            3.48           57.80          326.80            1.09
           21.03            3.47           57.19          326.20            1.09
           21.04            3.46           56.59          325.60            1.09
           21.05            3.46           55.99          325.00            1.09
           21.06            3.45           55.39          324.40            1.08
           21.07            3.44           54.79          323.80            1.08
           21.08            3.43           54.18          323.20            1.08
           21.09            3.42           53.58          322.60            1.07
           21.10            3.41           52.98          322.00            1.07
           21.11            3.40           52.38          321.40            1.07
           21.12            3.39           51.78          320.80            1.06
           21.13            3.38           51.17          320.20            1.06
           21.14            3.37           50.57          319.60            1.06
           21.15            3.37           49.97          319.00            1.06
           21.16            3.36           49.37          318.40            1.05
           21.17            3.35           48.77          317.80            1.05
           21.18            3.34           48.16          317.20            1.05
           21.19            3.33           47.56          316.60            1.04
           21.20            3.32           46.96          316.00            1.04
           21.21            3.31           46.36          315.40            1.04
           21.22            3.30           45.76          314.80            1.03
           21.23            3.29           45.15          314.20            1.03
           21.24            3.28           44.55          313.60            1.03
           21.25            3.28           43.95          313.00            1.03
           21.26            3.27           43.35          312.40            1.02
           21.27            3.26           42.75          311.80            1.02
           21.28            3.25           42.14          311.20            1.02
           21.29            3.24           41.54          310.60            1.01
           21.30            3.23           40.94          310.00            1.01
           21.31            3.22           40.34          309.40            1.01
           21.32            3.21           39.74          308.80            1.00
           21.33            3.20           39.13          308.20            1.00
           21.34            3.19           38.53          307.60            1.00
           21.35            3.19           37.93          307.00            1.00
           21.36            3.18           37.33          306.40            0.99
           21.37            3.17           36.73          305.80            0.99
           21.38            3.16           36.12          305.20            0.99
           21.39            3.15           35.52          304.60            0.98
           21.40            3.14           34.92          304.00            0.98
           21.41            3.13           34.32          303.40            0.98
           21.42            3.12           33.72          302.80            0.97
           21.43            3.11           33.11          302.20            0.97
           21.44            3.10           32.51          301.60            0.97
           21.45            3.10           31.91          301.00            0.97
           21.46            3.09           31.31          300.40            0.96
           21.47            3.08           30.71          299.80            0.96
           21.48            3.07           30.10          299.20            0.96
           21.49            3.06           29.50          298.60            0.95
           21.50            3.05           28.90          298.00            0.95
           21.51            3.04           28.30          297.40            0.95
           21.52            3.03           27.70          296.80            0.94
           21.53            3.02           27.09          296.20            0.94
           21.54            3.01           26.49          295.60            0.94
           21.55            3.01           25.89          295.00            0.94
           21.56            3.00           25.29          294.40            0.93
           21.57            2.99           24.69          293.80            0.93
           21.58            2.98           24.08          293.20            0.93
           21.59            2.97           23.48          292.60            0.92
           21.60            2.96           22.88          292.00            0.92
           21.61            2.95           22.28          291.40            0.92
           21.62            2.94           21.68          290.80            0.91
           21.63            2.93           21.07          290.20            0.91
           21.64            2.92           20.47          289.60            0.91
           21.65            2.92           19.87          289.00            0.91
           21.66            2.91           19.27          288.40            0.90
           21.67            2.90           18.67          287.80            0.90
           21.68            2.89           18.06          287.20            0.90
           21.69            2.88           17.46          286.60            0.89
           21.70            2.87           16.86          286.00            0.89
           21.71            2.86           16.26          285.40            0.89
           21.72            2.85           15.66          284.80            0.88
           21.73            2.84           15.05          284.20            0.88
           21.74            2.83           14.45          283.60            0.88
           21.75            2.83           13.85          283.00            0.88
           21.76            2.82           13.25          282.40            0.87
           21.77            2.81           12.65          281.80            0.87
           21.78            2.80           12.04          281.20            0.87
           21.79            2.79           11.44          280.60            0.86
           21.80            2.78           10.84          280.00            0.86
           21.81            2.77           10.24          279.40            0.86
           21.82            2.76            9.64          278.80            0.85
           21.83            2.75            9.03          278.20            0.85
           21.84            2.74            8.43          277.60            0.85
           21.85            2.74            7.83          277.00            0.85
           21.86            2.73            7.23          276.40            0.84
           21.87            2.72            6.63          275.80            0.84
           21.88            2.71            6.02          275.20            0.84
           21.89            2.70            5.42          274.60            0.83
           21.90            2.69            4.82          274.00            0.83
           21.91            2.68            4.22          273.40            0.83
           21.92            2.67            3.62          272.80            0.82
           21.93            2.66            3.01          272.20            0.82
           21.94            2.65            2.41          271.60            0.82
           21.95            2.65            1.81          271.00            0.82
           21.96            2.64            1.21          270.40            0.81
           21.97            2.63            0.61          269.80            0.81
           21.98            2.62            0.00          269.20            0.81
           21.99            2.61           -0.60          268.60            0.80
           22.00            2.60           -1.20          268.00            0.80
           22.01            2.59           -1.71          267.49            0.80
           22.02            2.59           -2.22          266.98            0.80
           22.03            2.58           -2.72          266.47            0.79
           22.04            2.57           -3.23          265.96            0.79
           22.05            2.57           -3.74          265.45            0.79
           22.06            2.56           -4.25          264.94            0.79
           22.07            2.55           -4.76          264.43            0.79
           22.08            2.54           -5.26          263.92            0.78
           22.09            2.54           -5.77          263.41            0.78
           22.10            2.53           -6.28          262.90            0.78
           22.11            2.52           -6.79          262.39            0.78
           22.12            2.52           -7.30          261.88            0.78
           22.13            2.51           -7.80          261.37            0.77
           22.14            2.50           -8.31          260.86            0.77
           22.15            2.50           -8.82          260.35            0.77
           22.16            2.49           -9.33          259.84            0.77
           22.17            2.48           -9.84          259.33            0.77
           22.18            2.47          -10.34          258.82            0.76
           22.19            2.47          -10.85          258.31            0.76
           22.20            2.46          -11.36          257.80            0.76
           22.21            2.45          -11.87          257.29            0.76
           22.22            2.45          -12.38          256.78            0.76
           22.23            2.44          -12.88          256.27            0.75
           22.24            2.43          -13.39          255.76            0.75
           22.25            2.43          -13.90          255.25            0.75
           22.26            2.42          -14.41          254.74            0.75
           22.27            2.41          -14.92          254.23            0.75
           22.28            2.40          -15.42          253.72            0.74
           22.29            2.40          -15.93          253.21            0.74
           22.30            2.39          -16.44          252.70            0.74
           22.31            2.38          -16.95          252.19            0.74
           22.32            2.38          -17.46          251.68            0.74
           22.33            2.37          -17.96          251.17            0.73
           22.34            2.36          -18.47          250.66            0.73
           22.35            2.36          -18.98          250.15            0.73
           22.36            2.35          -19.49          249.64            0.73
           22.37            2.34          -20.00          249.13            0.73
           22.38            2.33          -20.50          248.62            0.72
           22.39            2.33          -21.01          248.11            0.72
           22.40            2.32          -21.52          247.60            0.72
           22.41            2.31          -22.03          247.09            0.72
           22.42            2.31          -22.54          246.58            0.72
           22.43            2.30          -23.04          246.07            0.71
           22.44            2.29          -23.55          245.56            0.71
           22.45            2.29          -24.06          245.05            0.71
           22.46            2.28          -24.57          244.54            0.71
           22.47            2.27          -25.08          244.03            0.71
           22.48            2.26          -25.58          243.52            0.70
           22.49            2.26          -26.09          243.01            0.70
           22.50            2.25          -26.60          242.50            0.70
           22.51            2.24          -27.11          241.99            0.70
           22.52            2.24          -27.62          241.48            0.70
           22.53            2.23          -28.12          240.97            0.69
           22.54            2.22          -28.63          240.46            0.69
           22.55            2.22          -29.14          239.95            0.69
           22.56            2.21          -29.65          239.44            0.69
           22.57            2.20          -30.16          238.93            0.69
           22.58            2.19          -30.66          238.42            0.68
           22.59            2.19          -31.17          237.91            0.68
           22.60            2.18          -31.68          237.40            0.68
           22.61            2.17          -32.19          236.89            0.68
           22.62            2.17          -32.70          236.38            0.68
           22.63            2.16          -33.20          235.87            0.67
           22.64            2.15          -33.71          235.36            0.67
           22.65            2.15          -34.22          234.85            0.67
           22.66            2.14          -34.73          234.34            0.67
           22.67            2.13          -35.24          233.83            0.67
           22.68            2.12          -35.74          233.32            0.66
           22.69            2.12          -36.25          232.81            0.66
           22.70            2.11          -36.76          232.30            0.66
           22.71            2.10          -37.27          231.79            0.66
           22.72            2.10          -37.78          231.28            0.66
           22.73            2.09          -38.28          230.77            0.65
           22.74            2.08          -38.79          230.26            0.65
           22.75            2.08          -39.30          229.75            0.65
           22.76            2.07          -39.81          229.24            0.65
           22.77            2.06          -40.32          228.73            0.65
           22.78            2.05          -40.82          228.22            0.64
           22.79            2.05          -41.33          227.71            0.64
           22.80            2.04          -41.84          227.20            0.64
           22.81            2.03          -42.35          226.69            0.64
           22.82            2.03          -42.86          226.18            0.64
           22.83            2.02          -43.36          225.67            0.63
           22.84            2.01          -43.87          225.16            0.63
           22.85            2.01          -44.38          224.65            0.63
           22.86            2.00          -44.89          224.14            0.63
           22.87            1.99          -45.40          223.63            0.63
           22.88            1.98          -45.90          223.12            0.62
           22.89            1.98          -46.41          222.61            0.62
           22.90            1.97          -46.92          222.10            0.62
           22.91            1.96          -47.43          221.59            0.62
           22.92            1.96          -47.94          221.08            0.62
           22.93            1.95          -48.44          220.57            0.61
           22.94            1.94          -48.95          220.06            0.61
           22.95            1.94          -49.46          219.55            0.61
           22.96            1.93          -49.97          219.04            0.61
           22.97            1.92          -50.48          218.53            0.61
           22.98            1.91          -50.98          218.02            0.60
           22.99            1.91          -51.49          217.51            0.60
           23.00            1.90          -52.00          217.00            0.60
           23.01            1.90          -52.48          216.52            0.60
           23.02            1.89          -52.96          216.04            0.60
           23.03            1.89          -53.44          215.56            0.59
           23.04            1.88          -53.92          215.08            0.59
           23.05            1.88          -54.40          214.60            0.59
           23.06            1.87          -54.88          214.12            0.59
           23.07            1.87          -55.36          213.64            0.59
           23.08            1.86          -55.84          213.16            0.58
           23.09            1.86          -56.32          212.68            0.58
           23.10            1.85          -56.80          212.20            0.58
           23.11            1.85          -57.28          211.72            0.58
           23.12            1.84          -57.76          211.24            0.58
           23.13            1.84          -58.24          210.76            0.57
           23.14            1.83          -58.72          210.28            0.57
           23.15            1.83          -59.20          209.80            0.57
           23.16            1.82          -59.68          209.32            0.57
           23.17            1.82          -60.16          208.84            0.57
           23.18            1.81          -60.64          208.36            0.56
           23.19            1.81          -61.12          207.88            0.56
           23.20            1.80          -61.60          207.40            0.56
           23.21            1.80          -62.08          206.92            0.56
           23.22            1.79          -62.56          206.44            0.56
           23.23            1.79          -63.04          205.96            0.55
           23.24            1.78          -63.52          205.48            0.55
           23.25            1.78          -64.00          205.00            0.55
           23.26            1.77          -64.48          204.52            0.55
           23.27            1.77          -64.96          204.04            0.55
           23.28            1.76          -65.44          203.56            0.54
           23.29            1.76          -65.92          203.08            0.54
           23.30            1.75          -66.40          202.60            0.54
           23.31            1.75          -66.88          202.12            0.54
           23.32            1.74          -67.36          201.64            0.54
           23.33            1.74          -67.84          201.16            0.53
           23.34            1.73          -68.32          200.68            0.53
           23.35            1.73          -68.80          200.20            0.53
           23.36            1.72          -69.28          199.72            0.53
           23.37            1.72          -69.76          199.24            0.53
           23.38            1.71          -70.24          198.76            0.52
           23.39            1.71          -70.72          198.28            0.52
           23.40            1.70          -71.20          197.80            0.52
           23.41            1.70          -71.68          197.32            0.52
           23.42            1.69          -72.16          196.84            0.52
           23.43            1.69          -72.64          196.36            0.51
           23.44            1.68          -73.12          195.88            0.51
           23.45            1.68          -73.60          195.40            0.51
           23.46            1.67          -74.08          194.92            0.51
           23.47            1.67          -74.56          194.44            0.51
           23.48            1.66          -75.04          193.96            0.50
           23.49            1.66          -75.52          193.48            0.50
           23.50            1.65          -76.00          193.00            0.50
           23.51            1.65          -76.48          192.52            0.50
           23.52            1.64          -76.96          192.04            0.50
           23.53            1.64          -77.44          191.56            0.49
           23.54            1.63          -77.92          191.08            0.49
           23.55            1.63          -78.40          190.60            0.49
           23.56            1.62          -78.88          190.12            0.49
           23.57            1.62          -79.36          189.64            0.49
           23.58            1.61          -79.84          189.16            0.48
           23.59            1.61          -80.32          188.68            0.48
           23.60            1.60          -80.80          188.20            0.48
           23.61            1.60          -81.28          187.72            0.48
           23.62            1.59          -81.76          187.24            0.48
           23.63            1.59          -82.24          186.76            0.47
           23.64            1.58          -82.72          186.28            0.47
           23.65            1.58          -83.20          185.80            0.47
           23.66            1.57          -83.68          185.32            0.47
           23.67            1.57          -84.16          184.84            0.47
           23.68            1.56          -84.64          184.36            0.46
           23.69            1.56          -85.12          183.88            0.46
           23.70            1.55          -85.60          183.40            0.46
           23.71            1.55          -86.08          182.92            0.46
           23.72            1.54          -86.56          182.44            0.46
           23.73            1.54          -87.04          181.96            0.45
           23.74            1.53          -87.52          181.48            0.45
           23.75            1.53          -88.00          181.00            0.45
           23.76            1.52          -88.48          180.52            0.45
           23.77            1.52          -88.96          180.04            0.45
           23.78            1.51          -89.44          179.56            0.44
           23.79            1.51          -89.92          179.08            0.44
           23.80            1.50          -90.40          178.60            0.44
           23.81            1.50          -90.88          178.12            0.44
           23.82            1.49          -91.36          177.64            0.44
           23.83            1.49          -91.84          177.16            0.43
           23.84            1.48          -92.32          176.68            0.43
           23.85            1.48          -92.80          176.20            0.43
           23.86            1.47          -93.28          175.72            0.43
           23.87            1.47          -93.76          175.24            0.43
           23.88            1.46          -94.24          174.76            0.42
           23.89            1.46          -94.72          174.28            0.42
           23.90            1.45          -95.20          173.80            0.42
           23.91            1.45          -95.68          173.32            0.42
           23.92            1.44          -96.16          172.84            0.42
           23.93            1.44          -96.64          172.36            0.41
           23.94            1.43          -97.12          171.88            0.41
           23.95            1.43          -97.60          171.40            0.41
           23.96            1.42          -98.08          170.92            0.41
           23.97            1.42          -98.56          170.44            0.41
           23.98            1.41          -99.04          169.96            0.40
           23.99            1.41          -99.52          169.48            0.40
           24.00            1.40         -100.00          169.00            0.40
           24.01            1.40         -100.49          168.51            0.40
           24.02            1.39         -100.98          168.02            0.40
           24.03            1.39         -101.47          167.53            0.40
           24.04            1.38         -101.96          167.04            0.40
           24.05            1.38         -102.45          166.55            0.40
           24.06            1.37         -102.94          166.06            0.39
           24.07            1.37         -103.43          165.57            0.39
           24.08            1.36         -103.92          165.08            0.39
           24.09            1.36         -104.41          164.59            0.39
           24.10            1.35         -104.90          164.10            0.39
           24.11            1.35         -105.39          163.61            0.39
           24.12            1.34         -105.88          163.12            0.39
           24.13            1.34         -106.37          162.63            0.39
           24.14            1.33         -106.86          162.14            0.39
           24.15            1.33         -107.35          161.65            0.39
           24.16            1.32         -107.84          161.16            0.38
           24.17            1.32         -108.33          160.67            0.38
           24.18            1.31         -108.82          160.18            0.38
           24.19            1.31         -109.31          159.69            0.38
           24.20            1.30         -109.80          159.20            0.38
           24.21            1.30         -110.29          158.71            0.38
           24.22            1.29         -110.78          158.22            0.38
           24.23            1.29         -111.27          157.73            0.38
           24.24            1.28         -111.76          157.24            0.38
           24.25            1.28         -112.25          156.75            0.38
           24.26            1.27         -112.74          156.26            0.37
           24.27            1.27         -113.23          155.77            0.37
           24.28            1.26         -113.72          155.28            0.37
           24.29            1.26         -114.21          154.79            0.37
           24.30            1.25         -114.70          154.30            0.37
           24.31            1.25         -115.19          153.81            0.37
           24.32            1.24         -115.68          153.32            0.37
           24.33            1.24         -116.17          152.83            0.37
           24.34            1.23         -116.66          152.34            0.37
           24.35            1.23         -117.15          151.85            0.37
           24.36            1.22         -117.64          151.36            0.36
           24.37            1.22         -118.13          150.87            0.36
           24.38            1.21         -118.62          150.38            0.36
           24.39            1.21         -119.11          149.89            0.36
           24.40            1.20         -119.60          149.40            0.36
           24.41            1.20         -120.09          148.91            0.36
           24.42            1.19         -120.58          148.42            0.36
           24.43            1.19         -121.07          147.93            0.36
           24.44            1.18         -121.56          147.44            0.36
           24.45            1.18         -122.05          146.95            0.36
           24.46            1.17         -122.54          146.46            0.35
           24.47            1.17         -123.03          145.97            0.35
           24.48            1.16         -123.52          145.48            0.35
           24.49            1.16         -124.01          144.99            0.35
           24.50            1.15         -124.50          144.50            0.35
