  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
  4.10          0.02          0.00          0.00        661.12        337.67          1.96        473.35
  4.11          0.02          0.00          0.00        662.14        337.66          1.96        473.09
  4.12          0.02          0.00          0.00        663.15        337.65          1.96        472.83
  4.13          0.02          0.00          0.00        664.15        337.63          1.97        472.57
  4.14          0.02          0.00          0.00        665.14        337.62          1.97        472.32
  4.15          0.01          0.00          0.00        666.13        337.61          1.97        472.06
  4.16          0.01          0.00          0.00        667.10        337.59          1.98        471.81
  4.17          0.01          0.00          0.00        668.07        337.58          1.98        471.56
  4.18          0.01          0.00          0.00        669.03        337.57          1.98        471.31
  4.19          0.01          0.00          0.00        669.98        337.55          1.98        471.06
  4.20          0.01          0.00          0.00        670.92        337.54          1.99        470.82
  4.21          0.00          0.00          0.00        671.86        337.53          1.99        470.57
  4.22          0.00          0.00          0.00        672.78        337.52          1.99        470.33
  4.23          0.00          0.00          0.00        673.70        337.50          2.00        470.09
  4.24          0.00          0.00          0.00        674.61        337.49          2.00        469.85
  4.25          0.00          0.00          0.00        675.51        337.48          2.00        469.61
  4.26          0.00         -0.00          0.05        676.40        337.46          2.00        469.37
  4.27          0.00         -0.00          0.05        677.29        337.45          2.01        469.14
