     t      mass       XCG       Ixx       Iyy         p    TF_sea TF_vacuum     dm/dt
     s        kg         m    kg-m^2    kg-m^2  kgf/cm^2       kgf       kgf    kg/sec
 75.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 75.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
 76.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
