     t      mass       XCG       Ixx       Iyy         p    TF_sea TF_vacuum     dm/dt
     s        kg         m    kg-m^2    kg-m^2  kgf/cm^2       kgf       kgf    kg/sec
114.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
114.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
115.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
116.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.56    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.57    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.58    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.59    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.60    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.61    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.62    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.63    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.64    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.65    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.66    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.67    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.68    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.69    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.70    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.71    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.72    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.73    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.74    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.75    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.76    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.77    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.78    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.79    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.80    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.81    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.82    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.83    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.84    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.85    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.86    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.87    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.88    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.89    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.90    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.91    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.92    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.93    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.94    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.95    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.96    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.97    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.98    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
117.99    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.00    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.01    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.02    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.03    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.04    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.05    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.06    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.07    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.08    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.09    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.10    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.11    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.12    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.13    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.14    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.15    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.16    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.17    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.18    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.19    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.20    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.21    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.22    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.23    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.24    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.25    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.26    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.27    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.28    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.29    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.30    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.31    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.32    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.33    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.34    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.35    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.36    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.37    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.38    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.39    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.40    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.41    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.42    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.43    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.44    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.45    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.46    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.47    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.48    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.49    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.50    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.51    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.52    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.53    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.54    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
118.55    324.50      2.38      7.50    483.00      0.90   -149.00    120.00      0.30
