  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
 73.73         48.05         18.89          0.01        681.72          2.31        324.50
 73.74         48.06         18.89          0.01        681.73          2.31        324.50
 73.75         48.06         18.89          0.01        681.74          2.31        324.50
 73.76         48.07         18.88          0.01        681.75          2.31        324.50
 73.77         48.08         18.88          0.01        681.75          2.31        324.50
 73.78         48.08         18.88          0.01        681.76          2.31        324.50
 73.79         48.09         18.88          0.01        681.77          2.31        324.50
 73.80         48.10         18.88          0.01        681.78          2.31        324.50
 73.81         48.10         18.88          0.01        681.79          2.31        324.50
 73.82         48.11         18.88          0.01        681.79          2.31        324.50
 73.83         48.12         18.88          0.01        681.80          2.31        324.50
 73.84         48.13         18.88          0.01        681.81          2.31        324.50
 73.85         48.13         18.88          0.01        681.82          2.31        324.50
 73.86         48.14         18.88          0.01        681.83          2.31        324.50
 73.87         48.15         18.88          0.01        681.83          2.31        324.50
 73.88         48.15         18.88          0.01        681.84          2.31        324.50
 73.89         48.16         18.87          0.01        681.85          2.31        324.50
 73.90         48.17         18.87          0.01        681.86          2.31        324.50
 73.91         48.17         18.87          0.01        681.87          2.31        324.50
 73.92         48.18         18.87          0.01        681.88          2.31        324.50
 73.93         48.19         18.87          0.01        681.88          2.31        324.50
 73.94         48.19         18.87          0.01        681.89          2.31        324.50
 73.95         48.20         18.87          0.01        681.90          2.31        324.50
 73.96         48.21         18.87          0.01        681.91          2.31        324.50
 73.97         48.21         18.87          0.01        681.92          2.31        324.50
 73.98         48.22         18.87          0.01        681.92          2.31        324.50
 73.99         48.23         18.87          0.01        681.93          2.31        324.50
 74.00         48.23         18.87          0.01        681.94          2.31        324.50
 74.01         48.24         18.87          0.01        681.95          2.31        324.50
 74.02         48.25         18.86          0.01        681.96          2.31        324.50
 74.03         48.25         18.86          0.01        681.97          2.31        324.50
 74.04         48.26         18.86          0.01        681.97          2.31        324.50
 74.05         48.27         18.86          0.01        681.98          2.31        324.50
 74.06         48.27         18.86          0.01        681.99          2.31        324.50
 74.07         48.28         18.86          0.01        682.00          2.31        324.50
 74.08         48.29         18.86          0.01        682.01          2.31        324.50
 74.09         48.29         18.86          0.01        682.02          2.31        324.50
 74.10         48.30         18.86          0.01        682.02          2.31        324.50
 74.11         48.31         18.86          0.01        682.03          2.31        324.50
 74.12         48.31         18.86          0.01        682.04          2.31        324.50
 74.13         48.32         18.86          0.01        682.05          2.31        324.50
 74.14         48.33         18.85          0.01        682.06          2.31        324.50
 74.15         48.34         18.85          0.01        682.07          2.31        324.50
 74.16         48.34         18.85          0.01        682.07          2.31        324.50
 74.17         48.35         18.85          0.01        682.08          2.31        324.50
 74.18         48.36         18.85          0.01        682.09          2.31        324.50
 74.19         48.36         18.85          0.01        682.10          2.31        324.50
 74.20         48.37         18.85          0.01        682.11          2.31        324.50
 74.21         48.38         18.85          0.01        682.12          2.31        324.50
 74.22         48.38         18.85          0.01        682.13          2.31        324.50
 74.23         48.39         18.85          0.01        682.13          2.31        324.50
 74.24         48.40         18.85          0.01        682.14          2.31        324.50
 74.25         48.40         18.85          0.01        682.15          2.31        324.50
 74.26         48.41         18.85          0.01        682.16          2.31        324.50
 74.27         48.42         18.84          0.01        682.17          2.31        324.50
 74.28         48.42         18.84          0.01        682.18          2.31        324.50
 74.29         48.43         18.84          0.01        682.19          2.31        324.50
 74.30         48.44         18.84          0.01        682.19          2.31        324.50
 74.31         48.44         18.84          0.01        682.20          2.31        324.50
 74.32         48.45         18.84          0.01        682.21          2.31        324.50
 74.33         48.46         18.84          0.01        682.22          2.31        324.50
 74.34         48.46         18.84          0.01        682.23          2.31        324.50
 74.35         48.47         18.84          0.01        682.24          2.31        324.50
 74.36         48.48         18.84          0.01        682.25          2.31        324.50
 74.37         48.48         18.84          0.01        682.25          2.31        324.50
 74.38         48.49         18.84          0.01        682.26          2.31        324.50
 74.39         48.50         18.83          0.01        682.27          2.31        324.50
 74.40         48.50         18.83          0.01        682.28          2.31        324.50
 74.41         48.51         18.83          0.01        682.29          2.31        324.50
 74.42         48.52         18.83          0.01        682.30          2.31        324.50
 74.43         48.52         18.83          0.01        682.31          2.31        324.50
 74.44         48.53         18.83          0.01        682.32          2.31        324.50
 74.45         48.54         18.83          0.01        682.32          2.31        324.50
 74.46         48.55         18.83          0.01        682.33          2.31        324.50
 74.47         48.55         18.83          0.01        682.34          2.31        324.50
 74.48         48.56         18.83          0.01        682.35          2.31        324.50
 74.49         48.57         18.83          0.01        682.36          2.31        324.50
 74.50         48.57         18.83          0.01        682.37          2.31        324.50
 74.51         48.58         18.82          0.01        682.38          2.31        324.50
 74.52         48.59         18.82          0.01        682.39          2.31        324.50
 74.53         48.59         18.82          0.01        682.39          2.31        324.50
 74.54         48.60         18.82          0.01        682.40          2.31        324.50
 74.55         48.61         18.82          0.01        682.41          2.31        324.50
 74.56         48.61         18.82          0.01        682.42          2.31        324.50
 74.57         48.62         18.82          0.01        682.43          2.31        324.50
 74.58         48.63         18.82          0.01        682.44          2.31        324.50
 74.59         48.63         18.82          0.01        682.45          2.31        324.50
 74.60         48.64         18.82          0.01        682.46          2.31        324.50
 74.61         48.65         18.82          0.01        682.47          2.31        324.50
 74.62         48.65         18.82          0.01        682.48          2.31        324.50
 74.63         48.66         18.81          0.01        682.48          2.31        324.50
 74.64         48.67         18.81          0.01        682.49          2.31        324.50
 74.65         48.67         18.81          0.01        682.50          2.31        324.50
 74.66         48.68         18.81          0.01        682.51          2.31        324.50
 74.67         48.69         18.81          0.01        682.52          2.31        324.50
 74.68         48.69         18.81          0.01        682.53          2.31        324.50
 74.69         48.70         18.81          0.01        682.54          2.31        324.50
 74.70         48.71         18.81          0.01        682.55          2.31        324.50
 74.71         48.71         18.81          0.01        682.56          2.31        324.50
 74.72         48.72         18.81          0.01        682.57          2.31        324.50
 74.73         48.73         18.81          0.01        682.57          2.31        324.50
 74.74         48.73         18.81          0.01        682.58          2.31        324.50
 74.75         48.74         18.80          0.01        682.59          2.31        324.50
 74.76         48.75         18.80          0.01        682.60          2.31        324.50
 74.77         48.76         18.80          0.01        682.61          2.31        324.50
 74.78         48.76         18.80          0.01        682.62          2.31        324.50
 74.79         48.77         18.80          0.01        682.63          2.31        324.50
 74.80         48.78         18.80          0.01        682.64          2.31        324.50
 74.81         48.78         18.80          0.01        682.65          2.31        324.50
 74.82         48.79         18.80          0.01        682.66          2.31        324.50
 74.83         48.80         18.80          0.01        682.67          2.31        324.50
 74.84         48.80         18.80          0.01        682.67          2.31        324.50
 74.85         48.81         18.80          0.01        682.68          2.31        324.50
 74.86         48.82         18.80          0.01        682.69          2.31        324.50
 74.87         48.82         18.79          0.01        682.70          2.31        324.50
 74.88         48.83         18.79          0.01        682.71          2.31        324.50
 74.89         48.84         18.79          0.01        682.72          2.31        324.50
 74.90         48.84         18.79          0.01        682.73          2.31        324.50
 74.91         48.85         18.79          0.01        682.74          2.31        324.50
 74.92         48.86         18.79          0.01        682.75          2.31        324.50
 74.93         48.86         18.79          0.01        682.76          2.31        324.50
 74.94         48.87         18.79          0.01        682.77          2.31        324.50
 74.95         48.88         18.79          0.01        682.78          2.31        324.50
 74.96         48.88         18.79          0.01        682.79          2.31        324.50
 74.97         48.89         18.79          0.01        682.80          2.31        324.50
 74.98         48.90         18.78          0.01        682.80          2.31        324.50
 74.99         48.90         18.78          0.01        682.81          2.31        324.50
 75.00         48.91         18.78          0.01        682.82          2.31        324.50
 75.01         48.92         18.78          0.01        682.83          2.31        324.50
 75.02         48.92         18.78          0.01        682.84          2.31        324.50
 75.03         48.93         18.78          0.01        682.85          2.31        324.50
 75.04         48.94         18.78          0.01        682.86          2.31        324.50
 75.05         48.94         18.78          0.01        682.87          2.31        324.50
 75.06         48.95         18.78          0.01        682.88          2.31        324.50
 75.07         48.96         18.78          0.01        682.89          2.31        324.50
 75.08         48.96         18.78          0.01        682.90          2.31        324.50
 75.09         48.97         18.77          0.01        682.91          2.31        324.50
 75.10         48.98         18.77          0.01        682.92          2.31        324.50
 75.11         48.99         18.77          0.01        682.93          2.31        324.50
 75.12         48.99         18.77          0.01        682.94          2.31        324.50
 75.13         49.00         18.77          0.01        682.95          2.31        324.50
 75.14         49.01         18.77          0.01        682.96          2.31        324.50
 75.15         49.01         18.77          0.01        682.97          2.31        324.50
 75.16         49.02         18.77          0.01        682.98          2.31        324.50
 75.17         49.03         18.77          0.01        682.98          2.31        324.50
 75.18         49.03         18.77          0.01        682.99          2.31        324.50
 75.19         49.04         18.77          0.01        683.00          2.31        324.50
 75.20         49.05         18.77          0.01        683.01          2.31        324.50
 75.21         49.05         18.76          0.01        683.02          2.31        324.50
 75.22         49.06         18.76          0.01        683.03          2.31        324.50
 75.23         49.07         18.76          0.01        683.04          2.31        324.50
 75.24         49.07         18.76          0.01        683.05          2.31        324.50
 75.25         49.08         18.76          0.01        683.06          2.31        324.50
 75.26         49.09         18.76          0.01        683.07          2.31        324.50
 75.27         49.09         18.76          0.01        683.08          2.31        324.50
 75.28         49.10         18.76          0.01        683.09          2.32        324.50
 75.29         49.11         18.76          0.01        683.10          2.32        324.50
 75.30         49.11         18.76          0.01        683.11          2.32        324.50
 75.31         49.12         18.76          0.01        683.12          2.32        324.50
 75.32         49.13         18.75          0.01        683.13          2.32        324.50
 75.33         49.13         18.75          0.01        683.14          2.32        324.50
 75.34         49.14         18.75          0.01        683.15          2.32        324.50
 75.35         49.15         18.75          0.01        683.16          2.32        324.50
 75.36         49.15         18.75          0.01        683.17          2.32        324.50
 75.37         49.16         18.75          0.01        683.18          2.32        324.50
 75.38         49.17         18.75          0.01        683.19          2.32        324.50
 75.39         49.17         18.75          0.01        683.20          2.32        324.50
 75.40         49.18         18.75          0.01        683.21          2.32        324.50
 75.41         49.19         18.75          0.01        683.22          2.32        324.50
 75.42         49.20         18.74          0.01        683.23          2.32        324.50
 75.43         49.20         18.74          0.01        683.24          2.32        324.50
 75.44         49.21         18.74          0.01        683.25          2.32        324.50
 75.45         49.22         18.74          0.01        683.26          2.32        324.50
 75.46         49.22         18.74          0.01        683.27          2.32        324.50
 75.47         49.23         18.74          0.01        683.28          2.32        324.50
 75.48         49.24         18.74          0.01        683.29          2.32        324.50
 75.49         49.24         18.74          0.01        683.30          2.32        324.50
 75.50         49.25         18.74          0.01        683.31          2.32        324.50
 75.51         49.26         18.74          0.01        683.32          2.32        324.50
 75.52         49.26         18.74          0.01        683.33          2.32        324.50
 75.53         49.27         18.73          0.01        683.34          2.32        324.50
 75.54         49.28         18.73          0.01        683.35          2.32        324.50
 75.55         49.28         18.73          0.01        683.36          2.32        324.50
 75.56         49.29         18.73          0.01        683.37          2.32        324.50
 75.57         49.30         18.73          0.01        683.38          2.32        324.50
 75.58         49.30         18.73          0.01        683.39          2.32        324.50
 75.59         49.31         18.73          0.01        683.40          2.32        324.50
 75.60         49.32         18.73          0.01        683.41          2.32        324.50
 75.61         49.32         18.73          0.01        683.42          2.32        324.50
 75.62         49.33         18.73          0.01        683.43          2.32        324.50
 75.63         49.34         18.73          0.01        683.44          2.32        324.50
 75.64         49.34         18.72          0.01        683.45          2.32        324.50
 75.65         49.35         18.72          0.01        683.46          2.32        324.50
 75.66         49.36         18.72          0.01        683.47          2.32        324.50
 75.67         49.36         18.72          0.01        683.48          2.32        324.50
 75.68         49.37         18.72          0.01        683.49          2.32        324.50
 75.69         49.38         18.72          0.01        683.50          2.32        324.50
 75.70         49.38         18.72          0.01        683.51          2.32        324.50
 75.71         49.39         18.72          0.01        683.52          2.32        324.50
 75.72         49.40         18.72          0.01        683.53          2.32        324.50
 75.73         49.40         18.72          0.01        683.54          2.32        324.50
 75.74         49.41         18.72          0.01        683.55          2.32        324.50
 75.75         49.42         18.71          0.01        683.56          2.32        324.50
 75.76         49.43         18.71          0.01        683.57          2.32        324.50
 75.77         49.43         18.71          0.01        683.58          2.32        324.50
 75.78         49.44         18.71          0.01        683.59          2.32        324.50
 75.79         49.45         18.71          0.01        683.60          2.32        324.50
 75.80         49.45         18.71          0.01        683.61          2.32        324.50
 75.81         49.46         18.71          0.01        683.62          2.32        324.50
 75.82         49.47         18.71          0.01        683.63          2.32        324.50
 75.83         49.47         18.71          0.01        683.64          2.32        324.50
 75.84         49.48         18.71          0.01        683.65          2.32        324.50
 75.85         49.49         18.70          0.01        683.66          2.32        324.50
 75.86         49.49         18.70          0.01        683.67          2.32        324.50
 75.87         49.50         18.70          0.01        683.68          2.32        324.50
 75.88         49.51         18.70          0.01        683.69          2.32        324.50
 75.89         49.51         18.70          0.01        683.70          2.32        324.50
 75.90         49.52         18.70          0.01        683.71          2.32        324.50
 75.91         49.53         18.70          0.01        683.72          2.32        324.50
 75.92         49.53         18.70          0.01        683.73          2.32        324.50
 75.93         49.54         18.70          0.01        683.74          2.32        324.50
 75.94         49.55         18.70          0.01        683.75          2.32        324.50
 75.95         49.55         18.69          0.01        683.76          2.32        324.50
 75.96         49.56         18.69          0.01        683.77          2.32        324.50
 75.97         49.57         18.69          0.01        683.78          2.32        324.50
 75.98         49.57         18.69          0.01        683.80          2.32        324.50
 75.99         49.58         18.69          0.01        683.81          2.32        324.50
 76.00         49.59         18.69          0.01        683.82          2.32        324.50
 76.01         49.59         18.69          0.01        683.83          2.32        324.50
 76.02         49.60         18.69          0.01        683.84          2.32        324.50
 76.03         49.61         18.69          0.01        683.85          2.32        324.50
 76.04         49.61         18.69          0.01        683.86          2.32        324.50
 76.05         49.62         18.69          0.01        683.87          2.32        324.50
 76.06         49.63         18.68          0.01        683.88          2.32        324.50
 76.07         49.64         18.68          0.01        683.89          2.32        324.50
 76.08         49.64         18.68          0.01        683.90          2.32        324.50
 76.09         49.65         18.68          0.01        683.91          2.32        324.50
 76.10         49.66         18.68          0.01        683.92          2.32        324.50
 76.11         49.66         18.68          0.01        683.93          2.32        324.50
 76.12         49.67         18.68          0.01        683.94          2.32        324.50
 76.13         49.68         18.68          0.01        683.95          2.32        324.50
 76.14         49.68         18.68          0.01        683.96          2.32        324.50
 76.15         49.69         18.68          0.01        683.97          2.32        324.50
 76.16         49.70         18.67          0.01        683.98          2.32        324.50
 76.17         49.70         18.67          0.01        684.00          2.32        324.50
 76.18         49.71         18.67          0.01        684.01          2.32        324.50
 76.19         49.72         18.67          0.01        684.02          2.32        324.50
 76.20         49.72         18.67          0.01        684.03          2.32        324.50
 76.21         49.73         18.67          0.01        684.04          2.32        324.50
 76.22         49.74         18.67          0.01        684.05          2.32        324.50
 76.23         49.74         18.67          0.01        684.06          2.32        324.50
 76.24         49.75         18.67          0.01        684.07          2.32        324.50
 76.25         49.76         18.67          0.01        684.08          2.32        324.50
 76.26         49.76         18.66          0.01        684.09          2.32        324.50
 76.27         49.77         18.66          0.01        684.10          2.32        324.50
 76.28         49.78         18.66          0.01        684.11          2.32        324.50
 76.29         49.78         18.66          0.01        684.12          2.32        324.50
 76.30         49.79         18.66          0.01        684.13          2.32        324.50
 76.31         49.80         18.66          0.01        684.15          2.32        324.50
 76.32         49.80         18.66          0.01        684.16          2.32        324.50
 76.33         49.81         18.66          0.01        684.17          2.32        324.50
 76.34         49.82         18.66          0.01        684.18          2.32        324.50
 76.35         49.82         18.66          0.01        684.19          2.32        324.50
 76.36         49.83         18.65          0.01        684.20          2.32        324.50
 76.37         49.84         18.65          0.01        684.21          2.32        324.50
 76.38         49.84         18.65          0.01        684.22          2.32        324.50
 76.39         49.85         18.65          0.01        684.23          2.32        324.50
 76.40         49.86         18.65          0.01        684.24          2.32        324.50
 76.41         49.87         18.65          0.01        684.25          2.32        324.50
 76.42         49.87         18.65          0.01        684.26          2.32        324.50
 76.43         49.88         18.65          0.01        684.28          2.32        324.50
 76.44         49.89         18.65          0.01        684.29          2.32        324.50
 76.45         49.89         18.64          0.01        684.30          2.32        324.50
 76.46         49.90         18.64          0.01        684.31          2.32        324.50
 76.47         49.91         18.64          0.01        684.32          2.32        324.50
 76.48         49.91         18.64          0.01        684.33          2.32        324.50
 76.49         49.92         18.64          0.01        684.34          2.32        324.50
 76.50         49.93         18.64          0.01        684.35          2.32        324.50
 76.51         49.93         18.64          0.01        684.36          2.32        324.50
 76.52         49.94         18.64          0.01        684.37          2.32        324.50
 76.53         49.95         18.64          0.01        684.38          2.32        324.50
 76.54         49.95         18.64          0.01        684.40          2.32        324.50
 76.55         49.96         18.63          0.01        684.41          2.32        324.50
 76.56         49.97         18.63          0.01        684.42          2.32        324.50
 76.57         49.97         18.63          0.01        684.43          2.32        324.50
 76.58         49.98         18.63          0.01        684.44          2.32        324.50
 76.59         49.99         18.63          0.01        684.45          2.32        324.50
 76.60         49.99         18.63          0.01        684.46          2.32        324.50
 76.61         50.00         18.63          0.01        684.47          2.32        324.50
 76.62         50.01         18.63          0.01        684.48          2.32        324.50
 76.63         50.01         18.63          0.01        684.50          2.32        324.50
 76.64         50.02         18.63          0.01        684.51          2.32        324.50
 76.65         50.03         18.62          0.01        684.52          2.32        324.50
 76.66         50.03         18.62          0.01        684.53          2.32        324.50
 76.67         50.04         18.62          0.01        684.54          2.32        324.50
 76.68         50.05         18.62          0.01        684.55          2.32        324.50
 76.69         50.05         18.62          0.01        684.56          2.32        324.50
 76.70         50.06         18.62          0.01        684.57          2.32        324.50
 76.71         50.07         18.62          0.01        684.58          2.32        324.50
 76.72         50.07         18.62          0.01        684.60          2.32        324.50
 76.73         50.08         18.62          0.01        684.61          2.32        324.50
 76.74         50.09         18.61          0.01        684.62          2.32        324.50
 76.75         50.10         18.61          0.01        684.63          2.32        324.50
 76.76         50.10         18.61          0.01        684.64          2.32        324.50
 76.77         50.11         18.61          0.01        684.65          2.32        324.50
 76.78         50.12         18.61          0.01        684.66          2.32        324.50
 76.79         50.12         18.61          0.01        684.67          2.32        324.50
 76.80         50.13         18.61          0.01        684.69          2.32        324.50
 76.81         50.14         18.61          0.01        684.70          2.32        324.50
 76.82         50.14         18.61          0.01        684.71          2.32        324.50
 76.83         50.15         18.61          0.01        684.72          2.32        324.50
 76.84         50.16         18.60          0.01        684.73          2.32        324.50
 76.85         50.16         18.60          0.01        684.74          2.32        324.50
 76.86         50.17         18.60          0.01        684.75          2.32        324.50
 76.87         50.18         18.60          0.01        684.76          2.32        324.50
 76.88         50.18         18.60          0.01        684.78          2.32        324.50
 76.89         50.19         18.60          0.01        684.79          2.32        324.50
 76.90         50.20         18.60          0.01        684.80          2.32        324.50
 76.91         50.20         18.60          0.01        684.81          2.32        324.50
 76.92         50.21         18.60          0.01        684.82          2.32        324.50
 76.93         50.22         18.59          0.01        684.83          2.32        324.50
 76.94         50.22         18.59          0.01        684.84          2.32        324.50
 76.95         50.23         18.59          0.01        684.86          2.32        324.50
 76.96         50.24         18.59          0.01        684.87          2.32        324.50
 76.97         50.24         18.59          0.01        684.88          2.32        324.50
 76.98         50.25         18.59          0.01        684.89          2.32        324.50
 76.99         50.26         18.59          0.01        684.90          2.32        324.50
 77.00         50.26         18.59          0.01        684.91          2.32        324.50
 77.01         50.27         18.59          0.01        684.92          2.32        324.50
 77.02         50.28         18.59          0.01        684.94          2.32        324.50
 77.03         50.28         18.58          0.01        684.95          2.32        324.50
 77.04         50.29         18.58          0.01        684.96          2.32        324.50
 77.05         50.30         18.58          0.01        684.97          2.32        324.50
 77.06         50.30         18.58          0.01        684.98          2.32        324.50
 77.07         50.31         18.58          0.01        684.99          2.32        324.50
 77.08         50.32         18.58          0.01        685.01          2.32        324.50
 77.09         50.33         18.58          0.01        685.02          2.32        324.50
 77.10         50.33         18.58          0.01        685.03          2.32        324.50
 77.11         50.34         18.58          0.01        685.04          2.32        324.50
 77.12         50.35         18.57          0.01        685.05          2.32        324.50
 77.13         50.35         18.57          0.01        685.06          2.32        324.50
 77.14         50.36         18.57          0.01        685.08          2.32        324.50
 77.15         50.37         18.57          0.01        685.09          2.32        324.50
 77.16         50.37         18.57          0.01        685.10          2.32        324.50
 77.17         50.38         18.57          0.01        685.11          2.32        324.50
 77.18         50.39         18.57          0.01        685.12          2.32        324.50
 77.19         50.39         18.57          0.01        685.13          2.32        324.50
 77.20         50.40         18.57          0.01        685.15          2.32        324.50
 77.21         50.41         18.56          0.01        685.16          2.32        324.50
 77.22         50.41         18.56          0.01        685.17          2.32        324.50
 77.23         50.42         18.56          0.01        685.18          2.32        324.50
 77.24         50.43         18.56          0.01        685.19          2.32        324.50
 77.25         50.43         18.56          0.01        685.20          2.32        324.50
 77.26         50.44         18.56          0.01        685.22          2.32        324.50
 77.27         50.45         18.56          0.01        685.23          2.32        324.50
 77.28         50.45         18.56          0.01        685.24          2.32        324.50
 77.29         50.46         18.56          0.01        685.25          2.32        324.50
 77.30         50.47         18.55          0.01        685.26          2.32        324.50
 77.31         50.47         18.55          0.01        685.27          2.32        324.50
 77.32         50.48         18.55          0.01        685.29          2.32        324.50
 77.33         50.49         18.55          0.01        685.30          2.32        324.50
 77.34         50.49         18.55          0.01        685.31          2.32        324.50
 77.35         50.50         18.55          0.01        685.32          2.32        324.50
 77.36         50.51         18.55          0.01        685.33          2.32        324.50
 77.37         50.51         18.55          0.01        685.35          2.32        324.50
 77.38         50.52         18.55          0.01        685.36          2.32        324.50
 77.39         50.53         18.54          0.01        685.37          2.32        324.50
 77.40         50.53         18.54          0.01        685.38          2.32        324.50
 77.41         50.54         18.54          0.01        685.39          2.32        324.50
 77.42         50.55         18.54          0.01        685.40          2.32        324.50
 77.43         50.56         18.54          0.01        685.42          2.32        324.50
 77.44         50.56         18.54          0.01        685.43          2.32        324.50
 77.45         50.57         18.54          0.01        685.44          2.32        324.50
 77.46         50.58         18.54          0.01        685.45          2.32        324.50
 77.47         50.58         18.54          0.01        685.46          2.32        324.50
 77.48         50.59         18.53          0.01        685.48          2.32        324.50
 77.49         50.60         18.53          0.01        685.49          2.32        324.50
 77.50         50.60         18.53          0.01        685.50          2.32        324.50
 77.51         50.61         18.53          0.01        685.51          2.32        324.50
 77.52         50.62         18.53          0.01        685.52          2.32        324.50
 77.53         50.62         18.53          0.01        685.54          2.32        324.50
 77.54         50.63         18.53          0.01        685.55          2.32        324.50
 77.55         50.64         18.53          0.01        685.56          2.32        324.50
 77.56         50.64         18.53          0.01        685.57          2.32        324.50
 77.57         50.65         18.52          0.01        685.58          2.32        324.50
 77.58         50.66         18.52          0.01        685.60          2.32        324.50
 77.59         50.66         18.52          0.01        685.61          2.32        324.50
 77.60         50.67         18.52          0.01        685.62          2.32        324.50
 77.61         50.68         18.52          0.01        685.63          2.32        324.50
 77.62         50.68         18.52          0.01        685.64          2.32        324.50
 77.63         50.69         18.52          0.01        685.66          2.32        324.50
 77.64         50.70         18.52          0.01        685.67          2.32        324.50
 77.65         50.70         18.52          0.01        685.68          2.32        324.50
 77.66         50.71         18.51          0.01        685.69          2.32        324.50
 77.67         50.72         18.51          0.01        685.71          2.32        324.50
 77.68         50.72         18.51          0.01        685.72          2.32        324.50
 77.69         50.73         18.51          0.01        685.73          2.32        324.50
 77.70         50.74         18.51          0.01        685.74          2.32        324.50
 77.71         50.74         18.51          0.01        685.75          2.32        324.50
 77.72         50.75         18.51          0.01        685.77          2.32        324.50
 77.73         50.76         18.51          0.01        685.78          2.32        324.50
 77.74         50.76         18.51          0.01        685.79          2.32        324.50
 77.75         50.77         18.50          0.01        685.80          2.32        324.50
 77.76         50.78         18.50          0.01        685.82          2.32        324.50
 77.77         50.79         18.50          0.01        685.83          2.32        324.50
 77.78         50.79         18.50          0.01        685.84          2.32        324.50
 77.79         50.80         18.50          0.01        685.85          2.32        324.50
 77.80         50.81         18.50          0.01        685.86          2.32        324.50
 77.81         50.81         18.50          0.01        685.88          2.32        324.50
 77.82         50.82         18.50          0.01        685.89          2.32        324.50
 77.83         50.83         18.49          0.01        685.90          2.32        324.50
 77.84         50.83         18.49          0.01        685.91          2.32        324.50
 77.85         50.84         18.49          0.01        685.93          2.32        324.50
 77.86         50.85         18.49          0.01        685.94          2.32        324.50
 77.87         50.85         18.49          0.01        685.95          2.32        324.50
 77.88         50.86         18.49          0.01        685.96          2.32        324.50
 77.89         50.87         18.49          0.01        685.97          2.32        324.50
 77.90         50.87         18.49          0.01        685.99          2.32        324.50
 77.91         50.88         18.49          0.01        686.00          2.32        324.50
 77.92         50.89         18.48          0.01        686.01          2.32        324.50
 77.93         50.89         18.48          0.01        686.02          2.32        324.50
 77.94         50.90         18.48          0.01        686.04          2.33        324.50
 77.95         50.91         18.48          0.01        686.05          2.33        324.50
 77.96         50.91         18.48          0.01        686.06          2.33        324.50
 77.97         50.92         18.48          0.01        686.07          2.33        324.50
 77.98         50.93         18.48          0.01        686.09          2.33        324.50
 77.99         50.93         18.48          0.01        686.10          2.33        324.50
 78.00         50.94         18.47          0.01        686.11          2.33        324.50
 78.01         50.95         18.47          0.01        686.12          2.33        324.50
 78.02         50.95         18.47          0.01        686.14          2.33        324.50
 78.03         50.96         18.47          0.01        686.15          2.33        324.50
 78.04         50.97         18.47          0.01        686.16          2.33        324.50
 78.05         50.97         18.47          0.01        686.17          2.33        324.50
 78.06         50.98         18.47          0.01        686.19          2.33        324.50
 78.07         50.99         18.47          0.01        686.20          2.33        324.50
 78.08         50.99         18.47          0.01        686.21          2.33        324.50
 78.09         51.00         18.46          0.01        686.22          2.33        324.50
 78.10         51.01         18.46          0.01        686.24          2.33        324.50
 78.11         51.01         18.46          0.01        686.25          2.33        324.50
 78.12         51.02         18.46          0.01        686.26          2.33        324.50
 78.13         51.03         18.46          0.01        686.27          2.33        324.50
 78.14         51.04         18.46          0.01        686.29          2.33        324.50
 78.15         51.04         18.46          0.01        686.30          2.33        324.50
 78.16         51.05         18.46          0.01        686.31          2.33        324.50
 78.17         51.06         18.45          0.01        686.32          2.33        324.50
 78.18         51.06         18.45          0.01        686.34          2.33        324.50
 78.19         51.07         18.45          0.01        686.35          2.33        324.50
 78.20         51.08         18.45          0.01        686.36          2.33        324.50
 78.21         51.08         18.45          0.01        686.38          2.33        324.50
 78.22         51.09         18.45          0.01        686.39          2.33        324.50
 78.23         51.10         18.45          0.01        686.40          2.33        324.50
 78.24         51.10         18.45          0.01        686.41          2.33        324.50
 78.25         51.11         18.45          0.01        686.43          2.33        324.50
 78.26         51.12         18.44          0.01        686.44          2.33        324.50
 78.27         51.12         18.44          0.01        686.45          2.33        324.50
 78.28         51.13         18.44          0.01        686.46          2.33        324.50
 78.29         51.14         18.44          0.01        686.48          2.33        324.50
 78.30         51.14         18.44          0.01        686.49          2.33        324.50
 78.31         51.15         18.44          0.01        686.50          2.33        324.50
 78.32         51.16         18.44          0.01        686.52          2.33        324.50
 78.33         51.16         18.44          0.01        686.53          2.33        324.50
 78.34         51.17         18.43          0.01        686.54          2.33        324.50
 78.35         51.18         18.43          0.01        686.55          2.33        324.50
 78.36         51.18         18.43          0.01        686.57          2.33        324.50
 78.37         51.19         18.43          0.01        686.58          2.33        324.50
 78.38         51.20         18.43          0.01        686.59          2.33        324.50
 78.39         51.20         18.43          0.01        686.60          2.33        324.50
 78.40         51.21         18.43          0.01        686.62          2.33        324.50
 78.41         51.22         18.43          0.01        686.63          2.33        324.50
 78.42         51.22         18.42          0.01        686.64          2.33        324.50
 78.43         51.23         18.42          0.01        686.66          2.33        324.50
 78.44         51.24         18.42          0.01        686.67          2.33        324.50
 78.45         51.24         18.42          0.01        686.68          2.33        324.50
 78.46         51.25         18.42          0.01        686.69          2.33        324.50
 78.47         51.26         18.42          0.01        686.71          2.33        324.50
 78.48         51.27         18.42          0.01        686.72          2.33        324.50
 78.49         51.27         18.42          0.01        686.73          2.33        324.50
 78.50         51.28         18.41          0.01        686.75          2.33        324.50
 78.51         51.29         18.41          0.01        686.76          2.33        324.50
 78.52         51.29         18.41          0.01        686.77          2.33        324.50
 78.53         51.30         18.41          0.01        686.79          2.33        324.50
