  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
  4.13          0.02          0.00         -0.00        659.06        336.87          1.96        472.57
  4.14          0.02          0.00          0.00        660.04        336.85          1.96        472.32
  4.15          0.02          0.00          0.00        661.02        336.83          1.96        472.06
  4.16          0.01          0.00          0.00        661.99        336.81          1.97        471.81
  4.17          0.01          0.00          0.00        662.95        336.80          1.97        471.56
  4.18          0.01          0.00          0.00        663.90        336.78          1.97        471.31
  4.19          0.01          0.00          0.00        664.84        336.76          1.97        471.06
  4.20          0.01          0.00          0.00        665.78        336.75          1.98        470.82
  4.21          0.01          0.00          0.00        666.70        336.73          1.98        470.57
  4.22          0.01          0.00          0.00        667.62        336.71          1.98        470.33
  4.23          0.00          0.00          0.00        668.53        336.69          1.99        470.09
  4.24          0.00          0.00          0.00        669.44        336.68          1.99        469.85
  4.25          0.00          0.00          0.00        670.33        336.66          1.99        469.61
  4.26          0.00          0.00          0.00        671.21        336.64          1.99        469.37
  4.27          0.00          0.00          0.00        672.09        336.63          2.00        469.14
