  t(s)       AF(deg)     apha(deg)    phi_c(deg)        V(m/s)       Cs(m/s)            Ma      mass(kg)
  4.11          0.02          0.00          0.00        670.65        338.95          1.98        473.09
  4.12          0.01          0.00          0.00        671.67        338.94          1.98        472.83
  4.13          0.01          0.00          0.00        672.68        338.93          1.98        472.57
  4.14          0.01          0.00          0.00        673.69        338.93          1.99        472.32
  4.15          0.01          0.00          0.00        674.68        338.92          1.99        472.06
  4.16          0.01          0.00          0.00        675.67        338.92          1.99        471.81
  4.17          0.01          0.00          0.00        676.65        338.91          2.00        471.56
  4.18          0.00          0.00          0.00        677.62        338.90          2.00        471.31
  4.19          0.00          0.00          0.00        678.58        338.90          2.00        471.06
  4.20          0.00          0.00          0.00        679.54        338.89          2.01        470.82
  4.21          0.00          0.00          0.00        680.48        338.88          2.01        470.57
  4.22          0.00         -0.00          0.05        681.42        338.88          2.01        470.33
  4.23          0.00         -0.00          0.05        682.35        338.87          2.01        470.09
  4.24          0.00         -0.00          0.05        683.27        338.87          2.02        469.85
  4.25          0.00         -0.00         -0.05        684.18        338.86          2.02        469.61
  4.26          0.00         -0.00         -0.05        685.08        338.85          2.02        469.37
  4.27          0.00         -0.00         -0.05        685.97        338.85          2.02        469.14
