  t(s)     Range(km)         H(km)       AF(deg)        V(m/s)            Ma      mass(kg)
  4.81          1.75          0.47          0.01        721.40          2.13        458.69
  4.82          1.75          0.47          0.01        721.81          2.13        458.54
  4.83          1.76          0.47          0.01        722.22          2.13        458.39
  4.84          1.77          0.47          0.01        722.62          2.13        458.24
  4.85          1.77          0.47          0.01        723.01          2.14        458.10
  4.86          1.78          0.47          0.01        723.39          2.14        457.95
  4.87          1.79          0.48          0.01        723.76          2.14        457.81
  4.88          1.80          0.48          0.01        724.12          2.14        457.67
  4.89          1.80          0.48          0.01        724.47          2.14        457.52
  4.90          1.81          0.48          0.01        724.82          2.14        457.39
  4.91          1.82          0.48          0.01        725.15          2.14        457.25
  4.92          1.82          0.48          0.01        725.48          2.14        457.11
  4.93          1.83          0.49          0.01        725.80          2.14        456.98
